OBJECTID,Bus Stop ID,Stop Number,LTAR,Location,Accessible,Bus PadID,FDMID,Feature Code,Source Date,Source Accuracy,Add Date,Modified Date,Bus Stop Status,Source Date,Plowed by HRM,Winter Maintenance Zone,Winter Maintenance Route,Winter Maintenance Level of Service,Winter Treatment Material,Winter Maintenance Comments,GLOBALID,Winter Maintenance Add Date,Winter Maintenance Modified Date,Date Last Inspected,x,y
381,BS126,8939,Y,Cole Harbour Rd Before Bisset Rd (8939),A,CPD526,200003066,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,782cbe8e-809f-4eab-b6d6-a755aa4c4ad0,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7066192.3513,5570115.2685
382,BS2054,6413,Y,Chebucto Rd Opposite Benjamin Green Dr (6413),A,CPD1992,700004899,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,7e13f874-2bcc-4da9-8ed7-afdfafb05944,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7081082.8683,5566004.5457
383,BS657,7188,Y,Osborne St Before Withrod Dr (7188),A,CPD993,300002272,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,,683a0217-6993-4887-bbeb-0e33848e27e3,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7082661.9419,5564130.8273
384,BS1880,6087,Y,Barrington St After Duke St Bay 1 (6087),A,CPD338,300001319,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,2/20/2025 1:35:31 PM,INS,,Y,HRM1,R1,PRI2,,SHELTER,e863a5eb-18d0-4e47-b32a-76eca6d445b6,2/22/2017 12:00:00 AM,,,-7077219.7013,5566713.9947
387,BS869,7420,Y,Oxford St After Oak St (7420),A,CPD1114,300001614,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,ff56328f-441a-4b85-9c51-9de45f620967,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,,-7080059.3853,5566035.8944
388,BS303,6785,Y,Gottingen St Before Black St (6785),A,CPD721,300000732,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,72ea8148-90d4-4a8c-828f-b7c7f4d4fc5e,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7079090.7152,5567897.4164
389,BS2274,6599,Y,Dunbrack St After Radcliffe Dr (6599),A,CPD373,700005248,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ7,,PRI2,,SHELTER,a72dc72b-73a2-47b7-8693-bf618aa87e90,2/22/2017 12:00:00 AM,,1/1/2014 12:00:00 AM,-7086397.6653,5569056.6473
390,BS1917,8429,Y,Victoria Rd After Nantucket Ave (8429),A,CPD2128,700004494,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,d591dd40-fa3b-48a9-8d74-cf473cb0f726,2/22/2017 12:00:00 AM,,,-7076987.822,5570192.7284
391,BS3443,2260,Y,Lucien Dr After Dorothea Dr (2260),A,CPD3023,200001480,TRBSAC,TRANSIT,XY,10/21/2021 3:12:49 PM,7/11/2023 11:33:03 AM,INS,10/19/2021 12:00:00 AM,Y,WSZ1,,PRI2,,"Stops Surface is Concrete Pad, Sidewalk or Asphalt",c3eaaeef-8637-4c16-b420-88243ae5f089,11/22/2021 12:00:00 AM,6/1/2022 12:00:00 AM,,-7069731.3454,5571029.8022
392,BS2440,7208,Y,Metropolitan Ave After First Lake Dr (7208),N,CPD2411,100000649,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ2,,PRI2,,STAND ALONE,ae05c6b6-d79b-46a0-ab9d-4a47658d1dfc,2/22/2017 12:00:00 AM,,1/1/2015 12:00:00 AM,-7088091.2692,5586868.2236
393,BS56,8720,Y,Beaver Bank Rd Before Trinity Ln (8720),N,CPD564,100001614,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,STAND ALONE,f0ff0636-1e13-489c-be56-33bce8a7d37b,2/22/2017 12:00:00 AM,,,-7088971.1976,5595323.1102
396,BS1958,6531,Y,Crichton Ave After Lakeview Ave (6531),A,CPD2045,200000754,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,3108884d-f7f3-45d0-ab45-d52d67d21097,2/22/2017 12:00:00 AM,9/26/2019 12:00:00 AM,,-7075930.0439,5571069.5798
397,BS1125,8335,Y,Spring Garden Rd Before Summer St (8335),A,CPD209,300001845,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM1,R4,PRI2,,SHELTER,a5775ae8-c905-46d8-9b01-c0084d2112e6,2/22/2017 12:00:00 AM,,,-7078039.5924,5565250.6183
398,BS1153,8570,Y,Windsor St Opposite Connolly St (8570),A,CPD1385,300000588,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,fc18caf8-bd06-49bd-b558-1e9f6d24fcd1,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,,-7081994.7191,5568213.4405
399,BS1225,7114,Y,Lake Major Rd Before Old German Rd (7114),I,CPD1308,700000483,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,fe3fd567-036b-472d-9516-1f117b1a83fe,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7065174.4731,5576223.3125
400,BS1727,7077,Y,Lacewood Dr Before Dunbrack St (7077),A,CPD1817,700005245,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,11/1/2023 1:36:20 PM,INS,,Y,SWZ7,,PRI2,,,0a49f10f-dc1e-4b4d-bfd9-ac186dfe809a,2/22/2017 12:00:00 AM,,,-7085908.3805,5568698.4266
401,BS780,6245,Y,Bedford Hwy After River Ln (6245),A,CPD2529,100001806,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ3,,PRI2,,SHELTER,8fddc4bf-2d6b-49e4-8a03-591641d15534,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7085978.9206,5580312.0457
402,BS1240,9012,N,Barnes Dr Before Baldwin Dr (9012),N,CPD1597,100001849,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,82f3bcaf-b344-4a55-96bf-de00c175707c,10/10/2019 12:00:00 AM,,,-7071852.7777,5601620.794
403,BS2706,8814,Y,Brooks Dr Opposite Lake Eagle Dr (8814),N,CPD2612,400000485,TRBSAC,TRANSIT,XY,11/14/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,48ecb713-2e71-48e6-8d5d-67b18a7e6f33,10/10/2019 12:00:00 AM,,,-7061040.0343,5578269.471
404,BS1234,9013,N,Barnes Dr At Civic 677 (9013),N,CPD1592,100001849,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,7b4972c4-2789-4d11-afc9-1f92601af31e,10/10/2019 12:00:00 AM,,,-7071591.7878,5601974.0602
405,BS1803,6654,Y,Farnham Gate Rd Before Montgomery Ct (6654),A,CPD1874,300003021,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ7,,PRI2,,,3b5a48b0-9919-4cc9-ab44-12e20c0ad0e6,2/22/2017 12:00:00 AM,,1/1/2022 12:00:00 AM,-7087525.3435,5570048.6941
406,BS2148,6555,Y,Dartmouth Rd Before Dartmoor Cr (6555),A,CPD2155,700009825,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,,d62f612c-3542-484a-8a60-a9b62e29ecb1,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7085080.3648,5578829.8257
407,BS981,7010,Y,Joseph Howe Dr After Walton Dr (7010),A,CPD1206,300001584,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,5/1/2017 12:00:00 AM,Y,SWZ6,RA,PRI2,,,a2422af9-8c90-4c1d-bc0d-f4771aaa5ba8,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7082936.5935,5565865.4274
409,BS1349,8824,Y,Hollis St Before Bishop St (8824),A,CPD1520,300001687,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM1,R2,PRI2,,,adc1cc27-54ce-4d28-83c3-c6138a2dc35b,2/22/2017 12:00:00 AM,,,-7076695.5465,5565657.3646
410,BS439,6350,Y,Caldwell Rd Before Deerbrooke Dr (6350),A,CPD781,200002884,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,,91f56dd8-6a89-4c59-ad44-8d56b446ad57,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2022 12:00:00 AM,-7068173.963,5568572.002
411,BS2709,8827,Y,Brooks Dr At Lake Eagle Dr (8827),N,CPD2611,400000485,TRBSAC,TRANSIT,XY,11/14/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,57578299-c409-454f-90cb-5b91abc11ff7,10/10/2019 12:00:00 AM,,,-7061041.3284,5578279.403
412,BS992,8411,Y,University Ave After Summer St (8411),A,CPD1216,700004775,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ5,,PRI2,,SHELTER,14ec9239-6cfc-4a79-a5af-85b6ea930768,2/22/2017 12:00:00 AM,10/22/2020 12:00:00 AM,1/1/2020 12:00:00 AM,-7077895.8496,5564869.5307
413,BS3537,2310,Y,Larry Uteck Blvd After Brookline Dr (2310),A,,,TRBSAC,TRANSIT,IN,11/21/2023 2:50:01 PM,2/5/2026 6:58:16 PM,INS,11/20/2023 12:00:00 AM,Y,WSZ3,,,SALT,,678b10ac-3c23-43af-8898-262f08635b39,,,,-7092426.7499,5576275.8289
414,BS548,8193,Y,Robie St After Young St (8193),A,CPD868,300000673,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RB,PRI2,,,2339bd21-0644-4ebd-b7e5-4e8c5529fe30,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2020 12:00:00 AM,-7080076.6151,5567993.4048
415,BS2061,6420,Y,Cherry Brook Rd After Bundy Ln (6420),I,CPD1998,200003143,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,16141636-9d3b-4b24-bb9c-5b299713472a,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7066382.4077,5575738.6504
417,BS250,8311,Y,South Park St Before South St (8311),A,CPD678,300002030,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ5,,PRI2,,,01ceda23-b296-48db-87ac-c4e9724e2634,2/22/2017 12:00:00 AM,,,-7077459.7895,5564770.8138
418,BS1845,8231,Y,Rockingstone Rd At Civic 25 (8231),N,CPD1907,300003338,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,ef57eb5a-8f2a-4e7f-8c4c-9c1067d8d526,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7082512.068,5560057.2305
419,BS147,8275,Y,Shore Rd Before Francis Dr (8275),A,CPD20,200001781,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,SHELTER,b319f52b-51f8-4ef8-ba18-e5e616dc13ca,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2014 12:00:00 AM,-7067961.0044,5560323.606
420,BS3448,2265,Y,Belle Vista Dr After Plaza Dr (2265) civic 30,A,CPD3028,200001041,TRBSAC,TRANSIT,XY,10/21/2021 3:12:49 PM,7/11/2023 11:33:03 AM,INS,10/19/2021 12:00:00 AM,Y,WSZ1,,PRI2,,Use of Sidewalk,fd6ef747-9f7c-4fa9-8a53-349b63bb776b,11/22/2021 12:00:00 AM,6/1/2022 12:00:00 AM,,-7070536.5529,5571395.4728
421,BS1600,7609,Y,Bridge Terminal Bay 9 (7609),A,CPD1625,700010359,TRBSTMAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,BLDG,,,,BUS TERMINAL,5ad64929-62ca-4d3f-a387-385aecf7f2ee,2/22/2017 12:00:00 AM,,,-7077008.4458,5569729.6978
422,BS2388,6260,Y,Bedford Hwy After Oakmount Dr (6260),N,CPD2367,100001809,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,f07dc18d-3b6d-4a77-bad3-2310c8418b23,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7085978.5583,5580621.3426
423,BS2214,8455,Y,Waverley Rd After Twilight Ln (8455),A,CPD2202,200001642,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,68edd3b2-04b9-4e3d-98cc-64c7f76cda8d,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7073804.8332,5577536.7431
425,BS2728,6487,Y,Gary Martin Dr Before Utopia Ln (6487),A,CPD2561,700007958,TRBSAC,TRANSIT,XY,6/28/2017 12:00:00 AM,1/29/2026 3:58:28 PM,INS,8/1/2017 12:00:00 AM,Y,WSZ3,,PRI2,,,22d44e82-44e3-4f51-89e1-6788ddf525bb,9/21/2018 12:00:00 AM,10/1/2019 12:00:00 AM,1/1/2017 12:00:00 AM,-7091841.7798,5577620.9655
426,BS3432,2230,Y,Forest Hills Pky After Main St (2230),A,CPD3035,200001941,TRBSAC,TRANSIT,XY,10/21/2021 3:12:49 PM,7/11/2023 11:33:03 AM,INS,10/19/2021 12:00:00 AM,Y,WSZ1,,PRI2,,Concrete pad btwn curb and sidewalk,8e3d3fe2-7706-4328-b242-2af72fe6d833,11/22/2021 12:00:00 AM,6/1/2022 12:00:00 AM,,-7068516.5313,5573282.4552
427,BS2380,6252,Y,Bedford Hwy After Forest Hill Dr (6252),A,CPD2364,300000109,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,dba36846-2e2a-45c6-b66b-eadc9c492e0e,2/22/2017 12:00:00 AM,,,-7085354.9831,5570775.1783
428,BS2644,8960,Y,Sackville Terminal Bay 4 (8960),A,CPD2593,700010417,TRBSTMAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,BLDG,,,,BUS TERMINAL,5a38293e-15ea-4318-ae7e-651fd1b565fd,2/22/2017 12:00:00 AM,11/16/2020 12:00:00 AM,1/1/2014 12:00:00 AM,-7090937.1626,5585055.1125
429,BS1499,8060,Y,Portland St Before St Georges Ln (8060),A,CPD1796,200000762,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,5/12/2016 12:00:00 AM,Y,SWZ8,,PRI2,,,b4b38d47-05ae-40bc-a71b-182e4a001a0d,2/22/2017 12:00:00 AM,,,-7075195.1558,5569593.6394
430,BS225,6334,Y,Caldwell Rd After Himmelman Dr (6334),A,CPD768,200001797,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,fb8cca0e-f8bb-420d-9ac8-7326fcb1fac9,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7065065.2653,5559182.2361
433,BS331,7350,Y,North St After Fuller Terr (7350),A,CPD608,300000821,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/12/2016 12:00:00 AM,Y,SWZ6,RB,PRI2,,,1011d067-5b7c-4176-bef4-6e45eaa5b1a1,2/22/2017 12:00:00 AM,10/25/2019 12:00:00 AM,,-7079123.6767,5567547.6596
434,BS3545,2297,Y,Hudson Way At Civic 10 (2297),A,,,TRBSAC,TRANSIT,IN,11/21/2023 3:01:26 PM,12/4/2024 1:16:26 PM,INS,11/20/2023 12:00:00 AM,Y,E2,,,SALT,,7bed68d5-6a24-4ba7-8e16-a1f330b6e72d,,,,-7081046.6865,5571853.2481
435,BS531,6356,Y,Caledonia Rd Before Stanfield Ave (6356),A,CPD857,700008272,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,,bfde2784-1871-4ebd-b4ee-f10757adf6b2,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2018 12:00:00 AM,-7072852.2046,5574156.4357
436,BS2378,6250,Y,Bedford Hwy Before Flamingo Dr (6250),N,CPD2363,300003522,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,61a3aa71-d9eb-482c-addf-e23f370c5daf,2/22/2017 12:00:00 AM,,,-7085174.8433,5570494.0883
438,BS2750,6715,Y,Washmill Lake Dr After Chain Lake Dr (6715),A,CPD2711,700010486,TRBSAC,TRANSIT,XY,7/12/2018 12:00:00 AM,7/11/2023 11:33:03 AM,INS,6/15/2018 12:00:00 AM,Y,SWZ7,,PRI1,,,2dc8e00d-b38b-4e06-911b-9c5a53cbead9,12/17/2018 12:00:00 AM,,,-7087988.5288,5566137.1122
439,BS4352,2344,Y,Barrington St After Roundabout (2344),A,CPD3149,700004703,TRBSAC,TRANSIT,IN,12/23/2024 1:59:04 PM,12/23/2024 2:04:16 PM,INS,12/23/2024 12:00:00 AM,,,,,,,3bcbf5bf-108e-40fc-93ca-be347ad47610,,,,-7077977.0607,5567388.5036
442,BS436,6347,Y,Caldwell Rd Before Wexford Rd (6347),A,CPD778,200002987,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,b8207e1b-8132-4357-88d7-1b9121691167,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7068689.2291,5569287.8599
443,BS654,7184,Y,Margaret Rd After Knob Hill Cr (7184),N,CPD990,300002271,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,6a1f5499-cbc1-4037-8c4e-1c362654de44,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7082294.7789,5563971.9514
445,BS2439,7207,Y,Metropolitan Ave Before First Lake Dr (7207),N,CPD2410,100000649,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,6bb62771-81a8-49fd-a421-6835d8973b47,2/22/2017 12:00:00 AM,,,-7088110.6135,5586850.3685
446,BS545,8188,Y,Robie St After University Ave (8188),A,CPD79,300002095,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ5,,PRI2,,SHELTER,d4897647-551e-44ce-b944-ea1735bcdf05,2/22/2017 12:00:00 AM,,1/1/2018 12:00:00 AM,-7078311.9883,5564676.6365
447,BS3283,6717,Y,Washmill Lake Dr At Civic 303 (6717),A,CPD2712,700008453,TRBSAC,TRANSIT,XY,10/9/2019 12:00:00 AM,3/6/2024 7:01:15 PM,INS,6/15/2018 12:00:00 AM,Y,SWZ7,,PRI1,,Surface btwn curb and s/w,75d2dc86-8fb2-44f7-b261-c354eb823141,12/17/2018 12:00:00 AM,,,-7087089.7643,5566291.0746
448,BS1081,8894,Y,Shubie Dr Before Kiltearn Row (8894),A,CPD1452,700003415,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R4,PRI2,,,cad68407-b221-4038-af98-4e2a0ad2b10f,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7076007.6738,5575518.1788
449,BS1847,8238,Y,James St After St Margarets Bay Rd (8238),N,CPD1909,300003162,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,9e317001-4c7b-4c22-8277-9a679ac2f84f,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2020 12:00:00 AM,-7095601.5113,5568103.6275
450,BS261,7211,Y,Micmac Blvd Before Horizon Ct (7211),A,CPD688,700004010,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,2/6/2025 1:22:56 PM,INS,11/30/2016 12:00:00 AM,Y,E2,BLR,PRI2,,STAND ALONE,04efc60e-049f-418c-b71a-208893ba43ae,2/22/2017 12:00:00 AM,2/20/2020 12:00:00 AM,,-7075873.5298,5572350.2454
452,BS1461,7170,Y,Main Ave Before Gebhardt St (7170),A,CPD1763,300003358,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,bfe9af78-b250-47f4-9dfb-462db3b9796e,2/22/2017 12:00:00 AM,,,-7084358.3406,5567706.4643
453,BS858,7403,Y,Oxford St Before Jennings St (7403),A,CPD1105,300002022,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ5,,PRI2,,,a4ba740b-c48d-4715-bf84-a76a80f5b633,2/22/2017 12:00:00 AM,9/30/2019 12:00:00 AM,,-7079639.6946,5564926.1954
454,BS410,7262,Y,Mt Edward Rd Before Gerald St (7262),A,CPD924,200001573,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,fd1334f1-9111-478b-a242-814584f6713f,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7069612.9519,5572583.894
455,BS1510,6807,Y,Hammonds Plains Rd Before Lucasville Rd (6807),N,CPD1684,700001280,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,d89d75f7-0018-4136-8c49-acd5715f6f14,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7097951.7194,5579590.5471
457,BS532,6357,Y,Caledonia Rd After Dumbarton Ave (6357),A,CPD858,200001661,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,dd43c72e-83e9-4ba7-8088-1ce254020cd3,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7072537.151,5573396.1888
458,BS1909,8112,Y,Purcells Cove Rd Before Keefe Dr (8112),I,CPD2122,300002590,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,b16e7a78-d7b9-42c0-8294-3d49ca498a76,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7077137.4155,5560753.804
460,BS1541,7061,Y,Knightsridge Dr After Flamingo Dr (7061),A,CPD1714,300002984,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,8ace90df-18c7-4931-9e31-966c4d624178,2/22/2017 12:00:00 AM,,,-7086620.8031,5569996.1189
461,BS449,6150,Y,St Margarets Bay Rd At Klefenz Ln (6150),A,CPD791,700002253,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,,42a8377b-7432-4580-9d99-26d3f5cfa301,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7094196.916,5567154.5628
462,BS2219,8460,Y,Braemar Dr After Braeside Ct (8460),N,CPD2207,200001628,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,d5cc3111-f8e0-4c43-85c1-fa06bf155d84,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7074040.6655,5572271.6522
463,BS1598,8536,Y,Windmill Rd Before Wrights Cove Rd (8536),N,CPD1623,200000746,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,E1,ORR,PRI2,,STAND ALONE,2e551c31-9481-420e-b67b-fc4e17f5fe97,2/22/2017 12:00:00 AM,1/28/2020 12:00:00 AM,,-7079984.2908,5573371.8858
464,BS1077,8862,Y,Wright Ave At Civic 340 (8862),A,CPD1448,700004172,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R4,PRI2,,,ab5f09aa-4456-49d0-9f4d-a9c6837837d7,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7078254.538,5575663.7943
465,BS3163,2053,Y,Old Sackville Rd Before Sackville Dr (2053),N,CPD2838,100001351,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI2,,STAND ALONE,dd8945f9-a34b-48a5-8d68-de6356408a6a,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7087248.8681,5582701.0158
466,BS566,6182,Y,St Margarets Bay Rd  At Wilbert Devoe Cr (6182),N,CPD884,300002950,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,WSZ4,,PRI2,,STAND ALONE,244627cf-ef87-4c28-90c0-b7280afca52f,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7092023.5629,5565689.5513
467,BS3206,2063,Y,Sackville Dr Before Beaconsfield Way (2063),N,CPD2798,700008498,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI2,,STAND ALONE,66212096-26ec-4e50-abdb-4b5323e47b2a,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7092637.7782,5588354.4257
